ablation,task,budget,seed,aubc,consumed_budget,total_budget,hv_final,pareto_size,n_calls,run_dir,sample_count,valid_count,null_score_count,recorded_null_rate,valid_yield_per_100_calls,generation_attempts,non_generation_calls,unregistered_generation_count,invalid_null_proxy_rate
full,bi_tsp,50,2025,12834.430162921422,50.0,50.0,15101.115225139625,6,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_tsp/B50/seed2025/20260616_014349_BITSPEvaluation_BMAB-full,11,11,0,0.0,22.0,45,5,34,0.7555555555555555
full,bi_tsp,50,2026,12789.328508037073,50.0,50.0,14695.422101762046,6,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_tsp/B50/seed2026/20260616_014933_BITSPEvaluation_BMAB-full,11,11,0,0.0,22.0,44,6,33,0.75
full,bi_tsp,50,2027,12810.097187996642,50.0,50.0,14280.921487786007,6,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_tsp/B50/seed2027/20260616_015521_BITSPEvaluation_BMAB-full,12,12,0,0.0,24.0,44,6,32,0.7272727272727273
full,bi_tsp,50,2028,13113.357908658963,50.0,50.0,14904.401318350609,6,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_tsp/B50/seed2028/20260616_020058_BITSPEvaluation_BMAB-full,15,15,0,0.0,30.0,44,6,29,0.6590909090909091
full,bi_tsp,50,2029,13110.536483267988,50.0,50.0,15069.90423488014,6,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_tsp/B50/seed2029/20260616_020810_BITSPEvaluation_BMAB-full,9,9,0,0.0,18.0,44,6,35,0.7954545454545454
full,tri_tsp,100,2025,166479.00382380327,100.0,100.0,208098.75477975412,10,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B100/seed2025/20260616_081814_TRITSPEvaluation_BMAB-full,12,12,0,0.0,12.0,94,6,82,0.8723404255319149
full,tri_tsp,100,2026,178803.26376682252,100.0,100.0,207919.04646288863,10,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B100/seed2026/20260616_085051_TRITSPEvaluation_BMAB-full,16,16,0,0.0,16.0,93,7,77,0.8279569892473119
full,tri_tsp,100,2027,178851.2959458734,100.0,100.0,207966.62319287602,10,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B100/seed2027/20260616_092807_TRITSPEvaluation_BMAB-full,13,13,0,0.0,13.0,93,7,80,0.8602150537634409
full,tri_tsp,100,2028,184921.41211274077,100.0,100.0,206983.84350450954,10,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B100/seed2028/20260616_095232_TRITSPEvaluation_BMAB-full,18,18,0,0.0,18.0,92,8,74,0.8043478260869565
full,tri_tsp,100,2029,189869.62446882567,100.0,100.0,208670.78134267608,10,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B100/seed2029/20260616_102846_TRITSPEvaluation_BMAB-full,15,15,0,0.0,15.0,92,8,77,0.8369565217391305
full,tri_tsp,200,2025,184462.18781133674,200.0,200.0,207327.5086725669,12,200,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B200/seed2025/20260616_110746_TRITSPEvaluation_BMAB-full,25,25,0,0.0,12.5,188,12,163,0.8670212765957447
full,tri_tsp,200,2026,189091.12585590928,200.0,200.0,207727.4552454591,12,200,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B200/seed2026/20260616_121525_TRITSPEvaluation_BMAB-full,25,25,0,0.0,12.5,187,13,162,0.8663101604278075
full,tri_tsp,200,2027,184617.01542857313,200.0,200.0,207066.5399438513,12,200,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B200/seed2027/20260616_221208_TRITSPEvaluation_BMAB-full,17,17,0,0.0,8.5,188,12,171,0.9095744680851063
full,tri_tsp,200,2028,188780.6055979618,200.0,200.0,208282.42637503313,12,200,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B200/seed2028/20260616_140837_TRITSPEvaluation_BMAB-full,22,22,0,0.0,11.0,187,13,165,0.8823529411764706
full,tri_tsp,200,2029,195209.79855488252,200.0,200.0,207771.11814639016,12,200,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B200/seed2029/20260616_151700_TRITSPEvaluation_BMAB-full,21,21,0,0.0,10.5,186,14,165,0.8870967741935484
full,tri_tsp,25,2025,115479.60804093242,25.0,25.0,206213.5857873793,6,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B25/seed2025/20260616_054255_TRITSPEvaluation_BMAB-full,6,6,0,0.0,24.0,24,1,18,0.75
full,tri_tsp,25,2026,149119.5999347522,25.0,25.0,207110.5554649336,6,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B25/seed2026/20260616_055740_TRITSPEvaluation_BMAB-full,7,7,0,0.0,28.000000000000004,23,2,16,0.6956521739130435
full,tri_tsp,25,2027,161070.49968497525,25.0,25.0,207479.51920738546,6,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B25/seed2027/20260616_060629_TRITSPEvaluation_BMAB-full,8,8,0,0.0,32.0,23,2,15,0.6521739130434783
full,tri_tsp,25,2028,144667.47474195415,25.0,25.0,207863.60889236676,6,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B25/seed2028/20260616_061643_TRITSPEvaluation_BMAB-full,7,7,0,0.0,28.000000000000004,23,2,16,0.6956521739130435
full,tri_tsp,25,2029,151913.61187140917,25.0,25.0,205288.66469109347,6,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B25/seed2029/20260616_063010_TRITSPEvaluation_BMAB-full,6,6,0,0.0,24.0,23,2,17,0.7391304347826086
full,tri_tsp,50,2025,158972.99212707314,50.0,50.0,206458.43133386123,8,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B50/seed2025/20260616_063715_TRITSPEvaluation_BMAB-full,8,8,0,0.0,16.0,47,3,39,0.8297872340425532
full,tri_tsp,50,2026,147290.9463269837,50.0,50.0,207452.03708025874,8,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B50/seed2026/20260616_065703_TRITSPEvaluation_BMAB-full,9,9,0,0.0,18.0,47,3,38,0.8085106382978723
full,tri_tsp,50,2027,164612.5514833141,50.0,50.0,208394.09539483703,8,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B50/seed2027/20260616_071651_TRITSPEvaluation_BMAB-full,11,11,0,0.0,22.0,46,4,35,0.7608695652173914
full,tri_tsp,50,2028,155685.0948226461,50.0,50.0,208159.94563120895,8,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B50/seed2028/20260616_074052_TRITSPEvaluation_BMAB-full,9,9,0,0.0,18.0,47,3,38,0.8085106382978723
full,tri_tsp,50,2029,178223.03044801342,50.0,50.0,207236.0819162947,8,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/tri_tsp/B50/seed2029/20260616_075639_TRITSPEvaluation_BMAB-full,9,9,0,0.0,18.0,46,4,37,0.8043478260869565
no_budget_anneal,bi_cvrp,100,2025,15598.475439555303,100.0,100.0,19257.37708587074,8,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/no_budget_anneal/bi_cvrp/B100/seed2025/20260622_171636_BICVRPEvaluation_BMAB-no_budget_anneal,9,9,0,0.0,9.0,93,7,84,0.9032258064516129
no_budget_anneal,bi_cvrp,100,2026,10884.17755851584,100.0,100.0,13273.387266482732,8,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/no_budget_anneal/bi_cvrp/B100/seed2026/20260623_013930_BICVRPEvaluation_BMAB-no_budget_anneal,10,10,0,0.0,10.0,93,7,83,0.8924731182795699
no_budget_anneal,bi_cvrp,100,2027,12489.475134223449,100.0,100.0,15596.090330410501,8,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/no_budget_anneal/bi_cvrp/B100/seed2027/20260622_181318_BICVRPEvaluation_BMAB-no_budget_anneal,13,13,0,0.0,13.0,93,7,80,0.8602150537634409
no_budget_anneal,bi_cvrp,100,2028,13445.226711923582,100.0,100.0,16102.067918471355,8,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/no_budget_anneal/bi_cvrp/B100/seed2028/20260622_183624_BICVRPEvaluation_BMAB-no_budget_anneal,10,10,0,0.0,10.0,92,8,82,0.8913043478260869
